ID VALUE SCORE
6740281 354983.12744 0.00633
17533433 339507.57255 0.0083
30948523 296076.80612 0.02599
72683347 836314.21831 0.05723
91544318 184454.59487 0.84634
81339965 188442.0693 0.06255
27864621 684732.04759 0.1409
67878971 2.18579 0.18425
66192205 392296.92845 0.19364
78954466 181913.0963 0.21089
12542652 112709.91593 0.24522
47810006 171272.11601 0.31814
43652280 14287.76247 0.33669
86027727 250508.42253 0.37012
69664242 150537.40022 0.43078
1956151 110415.95522 0.43231
85679724 15826.20854 0.4326
82707327 506028.8413 0.45161
23466115 65704.52967 0.46542
67121636 566267.3865 0.47309
50241872 217187.90525 0.47836
13163751 65606.89263 0.49152
19280774 76495.88372 0.52269
25388860 11642.55578 0.53867
94144446 641116.20685 0.54568
88911800 206855.25211 0.54761
27029084 362179.53861 0.56726
80630592 207425.8114 0.95736
21979594 537513.23969 0.65559
44957607 229491.1052 0.65924
27551762 192134.48394 0.66524
32987651 5319.32444 0.66596
62651338 27826.63983 0.68404
58691620 119592.92319 0.69704
2505360 28881.97207 0.71062
78357250 247500.65959 0.71367
14128019 181016.58854 0.71889
1384367 16425.07833 0.73512
89082247 449278.97997 0.77762
11335726 239342.03309 0.82732
32968285 439300.498 0.84494
23517551 4005.8493 0.0601
78918282 186413.27702 0.87463
93011198 76566.8806 0.88655
68311042 142538.97203 0.89622
28459537 15096.46046 0.90819
19868357 329764.98943 0.9452
46074538 446924.44103 0.64726
85652918 141617.17111 0.97819
44498257 3554.15236 0.9983
