ID VALUE SCORE
30784633 239280.028 0.723
52389271 413156.864 0.642
72100297 60764.158 0.374
41266132 629992.185 0.576
27726642 120439.206 0.263
51019688 316296.365 0.262
18189717 398989.964 0.949
37157464 51236.044 0.52
26253540 339211.731 0.624
93474354 27526.281 0.195
96053412 642116.246 0.303
2425713 19965.643 0.061
41931827 91621.184 0.714
56826856 284277.987 0.211
72077008 324822.118 0.991
26138293 237680.363 0.475
60341426 94303.059 0.957
39002886 40028.395 0.243
94081859 160743.371 0.802
60140352 796.825 0.636
81747085 713202.409 0.153
52959577 519018.346 0.378
13314741 227976.088 0.78
88044748 17849.61 0.411
89729080 232535.97 0.767
56216134 36804.498 0.572
94465947 809141.034 0.966
26842011 769572.863 0.55
43993304 179785.961 0.252
50742911 29443.22 0.6
61991784 3363.11 0.949
36167218 29529.806 0.242
50138252 253046.538 0.074
1424634 129360.392 0.856
36422593 47605.22 0.269
41050994 41427.803 0.543
34873145 8193.448 0.093
54247087 253690.21 0.576
71444829 25649.621 0.295
25668066 275532.332 0.845
98605125 163722.209 0.246
2299561 338185.089 0.389
1432717 439250.197 0.725
29623196 289370.538 0.06
80709649 243847.31 0.835
7211291 38386.431 0.757
18236035 105529.29 0.707
56083048 72661.189 0.153
55976869 681023.761 0.26
4143824 100634.513 0.445
