ID VALUE SCORE
45965875 70780.22773 0.54066
69186370 311909.94184 0.02903
26827723 72953.08774 0.41506
79367440 426985.42778 0.46792
36486919 188840.99745 0.87817
55231027 4412.01262 0.96937
15474247 337079.70895 0.26174
93194795 157854.59779 0.57112
38896093 372821.48746 0.4962
33397171 29993.6612 0.43591
57130643 749460.28314 0.49787
11610074 16824.03149 0.77117
8799028 495588.60398 0.87652
9385588 588433.50666 0.94112
17506710 88288.66563 0.63635
58468765 629110.24608 0.10072
96403994 4212.21867 0.31172
4279744 368318.28632 0.13089
78180070 307541.18738 0.70976
74175216 167722.85897 0.02983
9647093 281329.70526 0.53105
13289237 112270.70244 0.06862
77488495 78787.48352 0.54669
35892704 151763.45416 0.34559
64165112 50606.55779 0.48779
31295068 358702.92871 0.02806
61303929 701739.10054 0.06343
42032180 16526.9603 0.08804
29895494 345356.78368 0.0916
19595207 605793.95614 0.09491
65817838 211216.89169 0.11567
55019679 12559.98905 0.12423
30883866 830933.27436 0.12658
35412500 115673.1191 0.14681
95401528 345064.56492 0.15691
13053845 87324.44194 0.17668
17923242 231270.45812 0.20847
41895669 423429.07077 0.235
68410144 422211.2222 0.23544
86603173 512594.84504 0.2539
4022252 292402.32947 0.29947
23948915 494353.47294 0.30148
69222623 79953.79262 0.3134
89605811 147175.93785 0.32586
15243764 15970.91378 0.34182
78210465 91867.20895 0.37987
88207293 52389.845 0.38464
20669889 223236.94644 0.42059
11861562 198616.43869 0.42684
50232467 381365.7837 0.45267
53952389 25936.5078 0.46718
17317292 51513.41619 0.50866
99747806 230343.4485 0.50932
38864694 36504.086 0.51558
38676603 112071.70406 0.62347
97860890 77585.82387 0.63526
49209081 262887.56698 0.64268
71476086 611162.37903 0.64503
59784842 265767.35075 0.64516
8977220 224835.24857 0.66395
37463918 330212.99456 0.67148
7069191 373436.40754 0.68501
48440453 130084.26072 0.706
78436071 53849.15775 0.71018
37097242 42365.43153 0.72677
11775058 283970.3635 0.77574
83901080 467839.6033 0.78627
28756064 254224.72459 0.81503
83706940 125179.6678 0.84814
93958637 841913.6023 0.87881
42527940 172519.97387 0.92323
17143686 183351.30004 0.92353
81356561 46228.09882 0.96134
13972375 49428.07657 0.97695
88960808 23791.09539 0.98902
93638746 251912.05819 0.61464
53927420 207622.71984 0.40728
48327447 686466.67818 0.66133
18544636 376555.53122 0.75295
27645478 474100.04636 0.42543
97278969 69430.39839 0.4421
92486501 174204.32982 0.79645
89943608 128226.12202 0.00355
65910590 69486.09132 0.01046
84955915 286331.40219 0.03019
44595691 267945.10459 0.0323
81450269 457584.25288 0.03755
81513807 49467.58882 0.03969
89758929 39585.46476 0.04662
97532129 471067.88805 0.0728
2395278 211212.28997 0.12262
46047552 534885.9445 0.13114
86302959 852791.13164 0.17762
75278073 384096.71644 0.22847
33428268 512028.56874 0.22874
35088046 98186.31457 0.24607
58067190 294930.97985 0.26655
68699473 276486.46922 0.2714
71948731 114636.51392 0.27491
9697505 219203.04483 0.35447
97099335 385484.40042 0.35568
13747278 1688.08711 0.39984
2140620 260320.27279 0.43345
12894511 401445.17701 0.44193
69264992 164748.90568 0.45155
2012336 17820.15711 0.49821
74679076 191505.42723 0.52374
59310763 131147.87515 0.57209
8764214 166176.59794 0.57406
14205935 312086.7393 0.57731
15808499 190003.79694 0.58032
85387680 378003.10087 0.59979
10396849 114700.15507 0.61624
1794343 307357.2499 0.63302
2774281 176628.85154 0.65622
2402504 364488.38406 0.67064
72401199 804713.84368 0.67328
25107566 421643.3218 0.69301
97118084 276408.30524 0.01501
53102116 62621.87829 0.03663
13664603 242570.34755 0.11569
73740965 92412.8973 0.13171
43481802 250386.7603 0.13791
11314708 691491.69415 0.13859
56431245 100011.43859 0.15894
98630581 275058.59212 0.18921
52005275 670914.08107 0.19132
61416522 42523.7472 0.23667
33060838 111662.89926 0.34263
11012714 108263.88289 0.37843
16532297 23017.65472 0.3927
42842245 598222.85957 0.40164
47771619 325613.4553 0.41995
53463537 168124.24729 0.45726
34645012 35855.13157 0.48004
86927 156443.101 0.49253
65633454 610859.65139 0.52105
11498318 30736.09661 0.5316
36724914 141858.16228 0.53755
52925351 25071.46554 0.57694
13324250 180267.00503 0.57865
45632444 136308.07834 0.59523
44951440 10170.91544 0.5992
18751808 919982.98208 0.64024
99508268 219993.74118 0.65106
86902655 290484.23755 0.67079
73535980 4169.61813 0.67227
37424702 2018.46869 0.69533
45104680 145572.65048 0.71454
63059755 10962.24027 0.7155
3050223 654655.33462 0.72611
24309334 36312.86589 0.74953
25329322 239041.89899 0.76102
56068288 31233.28834 0.79037
29784458 254813.76811 0.01442
14566667 138042.20327 0.03099
96094523 63009.56318 0.07394
64247879 132888.8341 0.08116
81692944 37779.6099 0.08498
68374145 24791.22555 0.10155
23994035 226337.20993 0.12348
52573619 156294.81879 0.13625
20986811 548919.08525 0.16015
87392494 21596.48467 0.1631
82810858 459547.85162 0.18004
6779281 181608.6004 0.22502
83550797 289472.05836 0.23297
33893381 300905.7837 0.28091
29061490 228257.39118 0.31211
2000896 1203.57025 0.31601
74188234 114831.22824 0.33637
33838448 658197.70941 0.40504
23845331 23919.90013 0.41872
63951041 186147.79896 0.51792
19535022 458561.85564 0.54676
89773479 33398.21379 0.54683
34759406 514.26297 0.58109
89831539 284756.46419 0.61165
12593055 297716.6731 0.61392
62524325 88256.78715 0.61925
15561656 36462.91932 0.66146
753773 455992.79526 0.69163
8836525 571113.18591 0.70593
9813663 109363.2812 0.79494
92954937 225990.6937 0.80824
91632117 727409.64098 0.82086
95266362 553338.88002 0.83614
9846052 130100.69719 0.85094
23540487 74112.46544 0.85485
72827468 297942.28539 0.8698
34603432 209683.82825 0.88467
42811915 164065.94064 0.89123
81783030 195047.55172 0.89355
91708873 18730.24807 0.89407
48846941 189911.43718 0.89946
10737462 17496.1171 0.92455
92513373 342477.77757 0.92682
99995985 504432.61258 0.93973
32715177 68940.68627 0.94919
86043314 470119.67167 0.9553
87399903 111314.9699 0.95999
39591484 82827.52937 0.97278
12261575 619092.64703 0.98601
20997007 155758.56166 0.99516
81744972 284043.67957 0.67943
32701872 104848.59545 0.71204
47901087 121177.50842 0.03795
15637011 96778.21875 0.98918
82019777 76455.36731 0.40181
3046155 75864.65779 0.0845
43002207 49991.72559 0.97074
72112603 630697.05251 0.82395
59534173 283952.596 0.57064
40601753 351835.43447 0.60901
43313008 149138.59638 0.24425
38836140 25624.79258 0.15309
77296244 344752.82377 0.34559
17198478 97372.7382 0.19574
87592458 254320.16356 0.14397
13284414 541766.12377 0.05227
71265812 281006.25453 0.7518
34583182 766448.84446 0.40794
29041006 297605.62425 0.28013
51975734 30005.35592 0.53353
28815445 574175.44956 0.60615
89384664 33209.87259 0.09394
54137051 310344.07932 0.02311
22360059 324553.05425 0.20923
27252233 9369.30061 0.90757
13838896 229192.00986 0.71842
24692976 526395.03599 0.16932
10768377 798801.41904 0.97141
70647025 28383.95795 0.22222
68178571 284962.0274 0.98746
59431345 458254.21763 0.36938
73040163 373307.02915 0.68569
63787458 662709.03494 0.26585
59058178 389392.83642 0.10771
68085162 727453.6795 0.55986
85279278 778916.44235 0.50589
54626875 88140.38797 0.6053
7754436 218457.79027 0.83728
14120370 121725.96099 0.51539
90624026 47585.10653 0.77516
26336917 102508.77084 0.69902
83330759 334471.74902 0.04837
43654856 419853.93292 0.1838
25611006 273903.11857 0.96027
54812930 30057.73032 0.45596
68227850 237681.90622 0.8512
76622885 714858.31535 0.3854
84933881 418669.87924 0.05378
81305322 365116.44308 0.71703
17442676 809095.43261 0.37515
26849750 458048.95523 0.86784
852999 245107.04421 0.44556
97869494 2316.72432 0.45908
7216430 191817.53598 0.07546
81094944 161445.35638 0.4561
33180724 55543.71072 0.00976
25665867 318270.24973 0.01525
65738938 7442.42535 0.01876
52899316 13994.83325 0.02454
94423389 391557.08586 0.02962
32069664 395881.51447 0.03814
89905132 380970.18975 0.0533
98215844 372255.98446 0.05661
11130877 11078.43662 0.06456
55474657 103586.04071 0.0696
60863696 155729.93519 0.07997
79648924 22852.80488 0.1006
27986615 7963.48773 0.1081
87769540 292195.63432 0.13185
7479583 48438.80879 0.17609
29102930 588946.04627 0.18956
97801575 123385.05289 0.18977
79168344 398876.22109 0.19528
49400733 764826.62789 0.20425
95484783 190391.01704 0.21379
26842200 202492.67929 0.22787
1032533 346924.55199 0.27143
47785275 5846.69156 0.27927
7583936 520718.96152 0.28355
50286155 457434.21928 0.29458
2782282 10988.88914 0.30455
57068178 457888.41544 0.33062
56990944 126409.64913 0.33898
37859403 812502.16189 0.35544
99449161 34764.70362 0.3705
8852232 795221.09756 0.38766
37806304 30422.41842 0.39892
118164 298047.09468 0.39958
99353259 454894.76555 0.4207
57707214 200612.48989 0.42755
97512842 404670.96266 0.43487
10239424 24564.19073 0.44379
21046156 53794.37289 0.44419
81895012 308432.09571 0.45491
35061158 129794.90164 0.45788
96832252 36146.52038 0.4614
53790566 395523.60194 0.51383
63188078 203624.09097 0.53575
93602303 29595.41574 0.53736
8090930 17820.09565 0.55151
46292598 306902.87274 0.64863
55353409 274004.73194 0.65762
33553454 527977.56258 0.69877
64132157 2335.46198 0.76465
72152344 633881.03243 0.94201
58723551 506694.66032 0.83859
92609997 141070.74734 0.85248
43882998 37734.36673 0.97646
93957296 83514.11026 0.08599
54117050 400327.06683 0.19324
77594517 509812.75924 0.22882
19808868 312755.81788 0.23996
92116990 653343.96903 0.24935
5250196 93193.39672 0.2531
60124482 316232.58561 0.26628
34306812 528403.18955 0.29408
336762 534876.43472 0.31955
79398780 354020.91727 0.40064
63140154 647030.16044 0.48824
47464687 28043.9966 0.52386
59756427 44956.5674 0.54195
70536333 841968.85646 0.54247
35139241 256061.10152 0.54572
59263773 181334.33621 0.55412
87551698 497312.68922 0.55857
87242615 10158.22784 0.56011
55020810 426916.37211 0.56997
