ID VALUE SCORE
11074598 345835.03574 8e-05
62137796 32912.98753 0.00051
39154844 113153.0709 0.00341
40461488 145816.23612 0.00396
40403788 266167.81523 0.00572
25357670 82446.61437 0.00703
18211449 226596.53028 0.00706
60019534 160727.6984 0.00885
45349149 522561.58435 0.01324
86522202 167751.79337 0.01366
86737019 587859.83846 0.0143
57321875 136754.45101 0.01448
4370586 675719.0897 0.01757
46112908 151008.02228 0.02163
87858745 30071.49309 0.02177
14760214 362663.68839 0.02223
59311646 476744.52114 0.02346
71312968 567887.15094 0.02417
56018289 369977.09444 0.02437
36407796 73710.24211 0.02448
64751231 46964.08081 0.02483
74160761 149030.2573 0.02495
6605228 213522.75235 0.0273
63432328 167750.73474 0.02787
6054787 579767.26481 0.02892
48622904 28177.67286 0.02939
95556844 732227.88983 0.02966
52697034 177958.82673 0.02966
58917646 69588.84045 0.03141
41070958 368588.89797 0.03168
50091991 434300.55449 0.03302
2626165 197585.53009 0.03374
24625702 380154.68146 0.03476
93395655 658735.22518 0.03545
45549776 135470.56154 0.03573
63911765 284039.5336 0.03656
59099661 146636.39948 0.03765
12431222 67082.85532 0.03919
78788810 333197.7114 0.03921
44945801 328.89958 0.03981
11345283 317039.61327 0.03985
8117081 110266.13944 0.04057
53217850 547207.78098 0.04158
25386622 60651.67284 0.0422
52014962 147991.66462 0.04244
63043734 95263.89503 0.04381
17105945 108546.31133 0.0443
61974827 297571.20953 0.04511
63845594 55101.26103 0.04546
655707 134289.06658 0.04594
47279804 418617.78542 0.04946
12923860 161569.30296 0.05126
48967826 20426.72949 0.0514
78696019 855655.10549 0.05594
2720689 157113.47367 0.0573
6017735 339452.06059 0.05734
18812473 183147.49538 0.05894
74513398 756555.74824 0.05924
53223461 397314.88404 0.06068
95195979 353549.69704 0.06203
72155403 113925.62099 0.06397
36555554 624324.53125 0.06547
5938304 74233.38061 0.06568
57291567 198612.74634 0.06645
87568093 197288.82751 0.06673
93723969 349645.29649 0.06834
58191835 253128.41186 0.06851
13789375 244815.46822 0.06925
14898097 6864.72005 0.0704
72172449 130303.17532 0.07103
7342816 705428.16682 0.07142
80284879 808839.02725 0.07155
57349052 195672.39941 0.07254
5023260 143879.15401 0.07307
89831840 577943.84604 0.07338
10068463 59884.93826 0.07428
21009033 220619.75375 0.07456
53730564 617864.49663 0.07462
11723697 346590.55574 0.0749
1046796 248056.63372 0.07823
48038990 88266.42225 0.07993
13425854 48146.38345 0.08156
50571005 97143.07159 0.08397
23383753 260704.13495 0.08586
39900454 72399.75773 0.08751
93732518 164441.78336 0.08756
67763377 39121.56298 0.08767
37540845 174172.19636 0.088
28926659 687054.20418 0.08857
87119833 82359.92522 0.09023
37801963 543185.75603 0.09164
8957651 627461.60907 0.09188
29438849 230898.96156 0.09236
14836562 926525.95959 0.09317
47287831 611765.44948 0.09415
85039691 178806.32804 0.09483
71900741 202483.44752 0.09572
50151691 139435.18183 0.09615
65848229 210185.41033 0.09942
55721412 550774.66059 0.09953
78351925 17691.30199 0.09984
78672781 460166.45908 0.10013
76981615 541886.33261 0.10054
88108518 50657.70059 0.10085
85832076 176501.66169 0.10207
67909388 348321.60446 0.10221
6770110 254788.83193 0.10317
93699302 657315.28029 0.10365
32549842 402998.46105 0.10397
94990206 253888.52144 0.10616
57219 381574.38772 0.10693
21921446 113082.99205 0.10799
68053543 235818.00392 0.10805
48725626 389597.43492 0.10844
86378071 260688.84012 0.10877
59828207 94014.60467 0.10915
55482779 4169.85835 0.11
90049482 484730.89924 0.11083
23745616 435723.62234 0.11209
14125130 495553.75066 0.1121
73434935 48535.60347 0.11339
26895871 4905.20672 0.11372
60091938 487981.99493 0.11406
30242649 372194.03469 0.11423
70793282 490120.01086 0.11528
26127786 238524.87285 0.1154
71558100 510895.20527 0.1171
50408001 467034.10419 0.11738
24397826 132358.28781 0.11854
34771532 16910.81344 0.11876
3897167 249164.69441 0.11909
9954933 311134.79177 0.11977
83657060 187172.61689 0.12021
46043940 107881.67851 0.12052
90530482 148127.01917 0.12113
66565227 88327.64108 0.12167
17192513 556007.54603 0.12211
55951818 81713.9563 0.1223
38421925 46858.30179 0.12314
51067213 160610.40366 0.12358
64810832 226924.84964 0.12455
55191147 348568.83264 0.1259
82623134 298720.1456 0.12639
16256113 676448.59361 0.12892
15081749 21070.938 0.12915
27655340 7716.47384 0.13249
45475259 349136.35324 0.13363
44349549 15868.81591 0.13597
65270065 432589.65063 0.13689
40134158 21399.83303 0.13863
20014290 567107.82167 0.13902
28135407 130694.38886 0.13984
90828152 20355.04651 0.14136
51060905 224597.64519 0.14193
66510682 508393.74647 0.14325
63541475 231270.58537 0.14411
30589034 463627.83895 0.14678
46147399 224371.52936 0.14752
74175476 702546.15959 0.14967
98430511 32568.11403 0.15062
41981257 53658.89129 0.15202
82716645 301397.87155 0.15221
51169805 420173.92785 0.15244
82949380 76194.29899 0.1543
80344492 46322.80209 0.15461
64897850 132156.43874 0.15788
93825812 473008.1669 0.159
86033892 201658.62693 0.16207
53095212 36173.61935 0.16392
68550454 202215.81274 0.16417
70910635 465669.20439 0.16488
79515813 178566.04619 0.16565
66843777 65516.69373 0.16627
43355773 482703.85988 0.16675
41368503 33296.00408 0.16719
96503423 161836.26197 0.16799
52058268 253139.78482 0.16996
29102746 483231.46477 0.1703
54655256 575696.60461 0.17148
38461193 202931.53774 0.17725
15733276 346234.48637 0.18113
75378268 731345.75616 0.1814
28166320 136304.59437 0.18357
73977771 375719.24809 0.18556
95969542 430825.83497 0.18856
91621839 189780.29361 0.19223
66650763 84357.84808 0.19302
46173251 195776.32672 0.19388
66647968 195385.50583 0.19655
40896155 483790.02988 0.19693
76547353 543939.63619 0.19725
52913262 314633.53713 0.19806
76680115 201715.18431 0.20011
84169310 160018.71364 0.20032
88843684 208109.86992 0.20055
81824664 244398.99949 0.20236
92560474 465810.89312 0.20243
68510731 92248.55065 0.20482
9264479 237290.46022 0.20502
72585035 349590.61501 0.20511
25093721 165215.23575 0.20532
4676354 2199.5528 0.20548
51376975 184101.59185 0.20557
35095116 74588.25267 0.20572
62792443 386739.93684 0.20591
33123168 221237.2324 0.20616
91156449 47057.31607 0.20645
51773103 201760.25362 0.20709
81298561 137367.38659 0.20729
12859909 119625.18502 0.20876
1751182 189651.9514 0.2102
93394106 144419.25158 0.21147
74772743 128400.72964 0.21372
78263058 502056.90546 0.21631
10050074 421440.97242 0.21869
11217401 8565.62047 0.2191
96925942 65182.22383 0.22012
89810795 245736.91153 0.22084
84881006 661898.56656 0.2224
1101942 12776.73685 0.22608
33640318 111494.26201 0.22625
24887612 98272.71964 0.22696
79893576 63059.65041 0.22829
12369846 376212.13532 0.22859
15730272 129357.06183 0.23111
10939559 94899.24509 0.23293
13199007 430612.58267 0.23383
69458511 805112.62398 0.23463
96407157 63629.00087 0.23583
10339823 143125.80858 0.23584
30576150 110668.85716 0.23712
92983929 65458.97068 0.23713
45265297 2918.43614 0.23903
85693607 80960.25393 0.24128
18247529 156676.32668 0.24153
53844149 50547.59139 0.2424
72407765 24507.94491 0.2426
60762616 117741.24917 0.24267
34447292 3876.79933 0.24395
65213734 242410.04092 0.24646
96685570 13021.49421 0.24721
36943485 659772.55545 0.24884
88266573 75103.38815 0.25079
42478467 303783.08677 0.25179
4193205 566659.46345 0.25303
8268126 597268.0762 0.25309
