ID VALUE SCORE
71291026 184783.895 0.838
88853537 52297.016 0.303
57680575 474914.693 0.862
18465683 252272.113 0.643
48261345 154838.229 0.652
6963905 355008.352 0.504
21908353 18531.883 0.095
63490022 98295.815 0.25
2637614 51277.345 0.634
28309696 438378.326 0.1
41259030 691818.529 0.29
25715969 225201.602 0.752
85395422 36956.638 0.695
26070897 19397.354 0.208
25499929 122096.365 0.685
48728698 185737.196 0.823
10493902 17143.739 0.26
50357238 279744.158 0.977
47515817 477605.68 0.324
31235815 23814.209 0.899
72378538 240824.358 0.973
58528241 77852.075 0.281
33417089 271374.002 0.408
23752985 334570.689 0.709
43862480 108521.59 0.843
74394288 663409.982 0.023
2277236 5698.437 0.392
91932683 1179.001 0.083
41845993 17663.309 0.724
43980604 3515.824 0.242
98463158 168927.649 0.686
79261199 394986.203 0.205
64469459 788637.677 0.168
80431253 487683.246 0.182
12192439 160670.43 0.864
22701936 75595.385 0.447
45312605 537955.044 0.406
39458702 169358.545 0.822
12719337 260056.91 0.851
98892892 333089.613 0.1
60355078 6797.184 0.037
8890197 685714.882 0.108
14971784 168140.27 0.565
89590859 386416.408 0.135
74895062 493917.585 0.445
47942664 316500.827 0.473
5184538 549600.352 0.889
12732860 22817.606 0.29
12940710 8510.502 0.718
79512635 58917.427 0.982
83211779 80589.09 0.971
30822163 505514.658 0.837
46821968 197519.465 0.459
89856743 236275.937 0.879
2468825 420368.711 0.606
3035324 55330.363 0.524
56124540 162581.316 0.546
90481306 138452.942 0.961
60359262 16452.249 0.238
98829834 362890.336 0.7
14383757 702360.807 0.683
8704886 146252.84 0.758
38493346 157742.213 0.922
55325678 26944.43 0.387
10389122 311260.975 0.891
8304509 105626.421 0.836
1047040 77372.959 0.921
54578049 157087.175 0.654
27463564 1304.006 0.568
39457660 216128.14 0.451
34482501 34538.825 0.611
13251259 83531.366 0.348
63521385 69421.307 0.357
93470722 299367.965 0.892
37640466 28965.49 0.007
95755364 166694.319 0.113
4916130 86651.445 0.163
10526840 161895.495 0.823
14998815 114484.305 0.87
43289534 322311.461 0.554
49021774 43510.576 0.93
61816147 663186.307 0.377
32967819 623308.436 0.045
7684650 44719.395 0.904
32503317 55063.464 0.775
68541856 170161.627 0.37
13179321 477841.01 0.072
1749965 546021.919 0.564
37060102 401715.23 0.006
17352491 225538.468 0.093
28070539 100583.437 0.21
11358240 3655.059 0.698
87589752 164311.396 0.937
53727281 324696.928 0.595
16079198 282377.267 0.976
70976292 433012.305 0.163
58720659 52063.737 0.594
12027219 43560.639 0.054
90936347 89595.195 0.322
89246775 442812.749 0.095
79220858 507851.326 0.492
88713064 249080.705 0.681
67240852 157614.054 0.773
59987358 134119.806 0.271
97820172 193867.679 0.425
42912314 35392.281 0.092
3119245 420214.855 0.972
58173463 587188.864 0.505
2893052 48557.838 0.865
31085224 200385.875 0.831
94560046 50418.317 0.075
38555374 511388.997 0.913
79703423 20847.994 0.288
45958950 505.896 0.454
12900416 326541.322 0.99
95169144 122470.088 0.572
16622633 886177.74 0.76
35052537 67077.388 0.299
35819119 247308.76 0.768
62631306 103023.538 0.907
8077028 139466.07 0.703
89634048 15834.484 0.23
58307770 340175.812 0.401
54557818 478191.674 0.309
29723786 146961.76 0.953
53367047 353337.491 0.547
21050250 26486.152 0.699
46327393 589266.411 0.288
27847029 513228.191 0.195
87496459 277866.372 0.856
6450703 206489.354 0.34
80066048 541673.686 0.641
90053329 3716.767 0.407
6238208 532046.162 0.918
16386873 290559.439 0.778
56873646 565721.275 0.009
71261859 359636.96 0.419
78002198 142015.928 0.974
83957244 120519.309 0.759
5652914 26347.374 0.225
44204283 22873.435 0.582
7221770 151431.036 0.199
15917499 66069.991 0.946
27661747 77567.496 0.436
23472182 50491.644 0.584
68677836 545789.35 0.683
1605039 92917.883 0.758
97362626 8706.276 0.534
26392091 165788.501 0.784
81438974 667740.963 0.965
78842580 394003.512 0.604
94209347 188810.142 0.338
53326948 66331.698 0.139
2648837 83287.66 0.585
79944190 8777.073 0.93
90938871 500617.255 0.167
78150011 66842.538 0.22
3230610 75261.472 0.373
87374410 135926.166 0.839
89731597 48349.007 0.887
5999427 424580.171 0.749
24458685 260505.691 0.188
5536835 17967.165 0.076
9221079 36315.225 0.816
79860695 453961.481 0.1
74006612 216533.906 0.486
33398520 220826.01 0.763
55416186 158557.89 0.389
85587904 82094.392 0.388
70673554 122154.679 0.15
67192330 471344.35 0.888
5175425 85384.977 0.607
49207096 6163.822 0.372
73637407 134922.643 0.189
39350491 39350.013 0.144
62972850 108162.811 0.052
44343098 126446.744 0.802
80914079 219698.949 0.128
36554414 88099.259 0.832
49198200 533403.068 0.686
89219240 21178.069 0.648
90315028 152304.376 0.471
23631155 802518.749 0.427
99183798 158631.353 0.856
29639507 259611.852 0.06
69227213 83176.65 0.484
37847324 60231.11 0.59
77101971 38884.327 0.743
6430716 625865.737 0.28
62587829 27423.455 0.365
21999909 44252.444 0.484
98094463 6397.248 0.835
48853342 659094.266 0.566
82181004 212205.77 0.602
44763333 105505.613 0.853
21240738 209041.426 0.235
38488554 73389.731 0.268
150027 490375.594 0.801
5020702 1452.857 0.452
23548310 71679.835 0.42
40059532 574207.35 0.136
98008500 211513.531 0.654
35732370 434459.123 0.122
63325893 129327.034 0.107
5872765 56738.725 0.747
13615888 80629.904 0.149
77295283 111571.598 0.681
5003502 446085.853 0.076
79493690 58183.516 0.706
99756942 588446.986 0.917
55947390 112080.627 0.928
61268957 210859.671 0.171
25506931 497846.654 0.875
25307768 98725.436 0.277
9502972 141961.087 0.726
4412463 124201.468 0.467
718498 713146.215 0.286
49208613 844030.774 0.383
97976317 37549.994 0.934
93749986 218053.587 0.472
26232142 625947.614 0.713
74316581 648907.819 0.388
51957508 466876.927 0.41
55438763 70270.514 0.314
51085390 79172.466 0.252
44231350 58263.394 0.391
57056650 41457.646 0.395
49471921 207536.878 0.068
42554731 156655.884 0.934
87538337 9042.04 0.844
73531710 91837.781 0.916
81972668 576431.491 0.211
65930981 284685.197 0.45
85387269 64673.233 0.852
11663192 10788.292 0.876
27366591 710143.585 0.589
6405179 269486.07 0.103
55828991 30547.081 0.915
26664357 342515.515 0.578
23768845 149399.789 0.287
20459489 495093.509 0.622
7687392 288793.223 0.086
34425824 243744.598 0.533
63583541 125705.443 0.699
60214698 334889.053 0.965
40572376 111566.816 0.048
65499701 948076.621 0.949
230975 876501.846 0.2
35897273 189766.746 0.318
47424337 463411.224 0.122
15381861 20758.886 0.025
48300915 449030.621 0.241
98100395 115382.826 0.265
26455996 101579.268 0.996
33521235 680085.152 0.833
48115850 363949.0 0.044
33917371 404466.684 0.581
42082152 51788.042 0.805
6416217 6224.76 0.641
77872166 30074.814 0.601
63633002 58529.069 0.563
17993045 388262.378 0.899
11460332 1455.033 0.496
28613970 53420.36 0.992
30064587 585790.928 0.735
87001982 83764.37 0.361
6412951 444389.042 0.689
198657 671852.645 0.891
3042188 54956.695 0.765
27211748 239440.939 0.156
98992782 308523.271 0.93
2130816 495866.945 0.86
48285774 190290.568 0.444
57124013 8346.484 0.939
68134412 229287.171 0.503
7097071 196882.823 0.639
3037341 53748.886 0.318
38948478 49921.906 0.919
51367779 318358.985 0.603
39638132 452036.853 0.625
65877367 217370.135 0.747
54339449 295740.508 0.653
73548251 804125.131 1.0
86191544 683823.029 0.664
14306968 641866.116 0.118
64718051 810318.95 0.919
87727 53801.145 0.98
25323969 330097.305 0.825
11446092 136600.75 0.061
98366965 7426.285 0.931
48708208 3879.594 0.168
14812473 495980.596 0.774
94519860 113186.069 0.055
17735154 109132.054 0.852
12753363 156543.058 0.001
