ID VALUE SCORE
51039356 634525.52409 0.03642
12485964 97133.35271 0.04654
48457868 267367.93554 0.06417
26190291 87767.63421 0.08363
69419747 563376.84478 0.12574
67922230 185805.2001 0.09375
29455668 226078.93841 0.10158
74718512 163915.9665 0.09012
38971501 139859.18057 0.13026
21460335 466494.7923 0.13632
82887632 168583.27645 0.13817
85322980 643391.70737 0.14217
86645987 287381.58679 0.14418
73480100 42113.14573 0.1498
72385305 622418.93618 0.15621
61479455 503638.22699 0.15978
41402608 147132.79339 0.16495
5688750 57697.24665 0.88534
10499604 582878.97736 0.16658
90828972 5873.28756 0.16735
27786419 115604.33013 0.1727
43401986 729230.10247 0.18154
6935183 50051.66414 0.18466
10973412 673667.52146 0.18816
51891577 52397.97917 0.1887
74528281 29547.80301 0.18911
34062292 376966.50241 0.19335
73729730 114198.64967 0.2066
15086616 370590.76926 0.20794
64275363 118981.28219 0.20809
80853020 22123.27476 0.21261
18218188 287757.30371 0.24263
73120435 79108.41749 0.24685
27678336 87376.6528 0.24833
42683189 27180.12393 0.27677
60616736 408879.29761 0.29204
88313087 170719.99733 0.2963
42120387 570359.06194 0.29879
39059676 109119.695 0.30215
90970396 615595.51407 0.30767
64872815 415864.78394 0.31025
1871534 40467.82654 0.32445
39644820 496365.76129 0.33916
85610120 467563.18387 0.37306
88063793 10401.21309 0.40052
70355433 41510.55165 0.40465
51842470 321228.46234 0.40986
83648908 336779.37253 0.41243
29289144 355294.58897 0.43574
17540304 327264.95617 0.43827
84127027 10102.07927 0.43892
47121097 274678.28476 0.84023
51267424 23822.32106 0.45584
82251916 158729.93344 0.46665
45493252 330188.56913 0.49747
27478494 360542.88917 0.50893
89484794 82673.86657 0.50894
24724080 449845.96977 0.50923
45794252 84129.11819 0.5281
56476833 100764.51116 0.54338
68996156 405007.31699 0.56639
19292436 415337.23416 0.59685
91009613 57045.46485 0.59783
95051602 1467.46663 0.59907
42387100 680422.32926 0.60598
72079945 433488.90608 0.62644
93351921 47178.40179 0.64781
36712638 424781.00409 0.64804
93565551 179184.34376 0.65237
54507508 6011.68208 0.65782
30170280 30364.86767 0.66449
71849575 249393.49977 0.66962
50644718 83319.37972 0.6972
31092121 140087.56064 0.71036
96257986 318465.55939 0.71055
63012303 40311.97227 0.71767
35728349 636799.99287 0.7246
64604087 221685.16489 0.7385
17233669 329475.28589 0.75627
70502547 172738.51199 0.75778
54296515 43382.69182 0.77514
82813761 271188.05819 0.77755
13420010 552886.92804 0.80323
77868659 147966.9679 0.81092
28106148 31605.7367 0.82177
5072816 417677.14941 0.83793
25046698 40429.12904 0.45217
28047467 690439.44796 0.84386
62211810 228131.80098 0.84647
98396320 235894.71033 0.84867
1058692 214281.65839 0.85019
98045391 69972.50499 0.86231
97006615 275994.05213 0.86753
37926623 65100.88952 0.88219
88411271 567809.55283 0.1658
91704551 431240.48451 0.93273
85078543 289373.63071 0.96402
79449210 31898.67125 0.96441
47104213 126584.98781 0.96818
14762554 459041.52179 0.98409
