ID VALUE SCORE
94674377 348542.1543 0.71385
34856320 412332.14807 0.51517
66017606 34416.49936 0.0586
81817643 197962.20509 0.21508
99234881 170930.6738 0.0425
3699855 452052.85177 0.31809
79647021 536441.96198 0.32317
75277594 130318.85464 0.52606
19616517 200930.51326 0.62649
2268042 10792.06725 0.67638
84234002 300011.39945 0.06625
19735212 838841.29531 0.10696
1473652 54781.04558 0.16062
22345677 34380.48809 0.48237
81996945 486415.05461 0.72554
42068438 553799.2795 0.81878
43445877 408520.80197 0.93179
34789752 240887.07546 0.93302
27005543 481786.14527 0.16239
70630508 170704.14744 0.20645
94127649 161019.61785 0.28213
97193860 731.43114 0.34147
86959536 151845.70691 0.43887
70077691 106726.22407 0.55066
88300597 324486.06523 0.59006
13811360 127066.08123 0.9362
97736747 254633.67818 0.99322
36306424 99611.54197 0.9984
5380648 206776.8405 0.45554
99655541 247248.40349 0.48874
71338411 42404.62823 0.50759
71440067 134327.97269 0.65545
42981596 725324.20814 0.7511
71364673 191463.0245 0.84844
29437633 237752.39154 0.90397
65899369 962566.30992 0.79721
83851049 620646.54529 0.06603
71678412 39186.66792 0.79358
41102405 52227.4247 0.04209
1985138 92466.469 0.76644
57376265 119435.27835 0.20527
47735024 1246.53664 0.06288
94335308 153406.58797 0.2281
21037578 115724.63733 0.83353
9035586 104804.0339 0.50852
97880554 307698.18882 0.65731
124041 871082.65485 0.20659
90664340 15371.39525 0.8543
99889279 441930.91347 0.50225
39604330 48055.95064 0.87942
57336632 44261.41589 0.24119
80956303 493617.7348 0.98178
97089275 19645.39206 0.11674
91032075 180103.71023 0.14124
90683108 181852.9181 0.16064
88404825 6.42061 0.19979
61656287 427783.9867 0.2224
17136959 61488.61651 0.32194
80055535 378154.93434 0.3243
64882009 13387.02005 0.3409
3175935 163248.84828 0.66277
66204137 608319.07317 0.85232
18398111 59286.54647 0.45598
42071923 105063.24206 0.50537
17914067 266107.66306 0.67414
6226645 143883.0402 0.7702
15989975 421697.90126 0.5719
10563438 94274.81164 0.60823
87610702 195048.61953 0.07014
64504602 431731.59132 0.24818
89047926 12074.72074 0.34534
70492765 116320.23723 0.50353
69341413 245333.12328 0.53444
25185221 283793.71687 0.59745
46340793 212506.14453 0.62509
15551169 105696.62808 0.66607
32772218 417357.14387 0.76175
50687642 197943.01284 0.85475
67643178 72881.92349 0.91148
82624286 129188.05465 0.34696
86675421 601785.93029 0.18992
30221574 100731.68845 0.6981
33430321 108599.29715 0.77343
78959827 23786.66635 0.96597
55979077 46470.97862 0.01893
52558135 354158.75047 0.12426
76862579 85725.42589 0.11472
33435677 286728.41845 0.56861
75675740 636546.25275 0.05527
13953120 318322.9316 0.10289
17283530 542873.15292 0.12281
58219484 407900.70033 0.18451
19279911 289422.22523 0.28254
49018112 94828.22318 0.29357
24329687 325719.74927 0.35913
14021696 175598.66592 0.39856
8566205 592037.90557 0.72698
46602219 148102.96498 0.83329
36380494 196969.34732 0.88932
97630385 438372.42035 0.93273
