ID VALUE SCORE
14470175 70965.522 0.021
40340452 600400.358 0.848
44587604 475323.018 0.611
28302456 96909.485 0.802
84913277 170332.344 0.878
80953967 693140.713 0.492
5970516 130972.412 0.541
52546780 580340.992 0.286
99940623 70321.115 0.955
55490081 712116.626 0.881
42197958 81862.073 0.468
23126206 6727.402 0.743
46211343 85312.825 0.89
37663805 45801.759 0.381
41102983 793229.221 0.054
44317242 39761.905 0.981
9302460 129615.016 0.828
20590229 354520.899 0.524
99306218 788328.896 0.092
79061449 360302.885 0.292
42847670 156244.423 0.583
23086229 463731.986 0.076
36683156 143563.575 0.132
56345132 371858.421 0.013
29417461 20075.329 0.501
85185218 18544.001 0.748
19000168 509892.925 0.709
36887804 493934.398 0.363
63189622 472850.677 0.398
93253402 39262.07 0.44
43711045 414479.634 0.33
2823439 282495.468 0.254
49543573 27646.558 0.039
70180932 38415.017 0.513
21093259 74335.373 0.958
3141134 170472.456 0.676
75843096 33592.157 0.594
44957587 105138.772 0.468
88729699 296204.953 0.775
78680169 356.755 0.171
44997665 35924.157 0.082
47318818 356338.395 0.565
97763042 275787.65 0.8
56461089 141653.431 0.802
61821102 107305.26 0.457
39820781 221588.256 0.601
39331811 589232.075 0.41
33335149 21148.715 0.244
19030031 366132.342 0.485
4607624 388537.19 0.527
49741727 121472.027 0.618
78187500 150950.526 0.615
93495562 154563.551 0.756
37518533 159744.028 0.966
48473210 189717.906 0.214
79892943 351715.121 0.118
78471382 619469.274 0.127
70350765 51357.011 0.731
38060579 15484.45 0.18
15490828 552576.829 0.347
11015351 164613.379 0.969
85937056 15103.134 0.507
85039755 113967.975 0.062
87105749 333293.868 0.024
14828946 13131.93 0.008
33572261 733252.033 0.737
39072061 109183.196 0.881
37386003 189006.173 0.669
88975879 1763.939 0.555
98860301 101440.954 0.02
50744857 538020.106 0.423
74685970 172918.227 0.714
90890791 127548.064 0.535
53072217 6877.031 0.838
68661711 125253.514 0.78
53439636 105750.492 0.574
56101164 266116.328 0.539
26362354 270739.279 0.545
73001918 38388.174 0.154
74788525 141050.451 0.006
33487113 68941.12 0.945
89614373 766909.239 0.028
58787657 85467.869 0.084
59732470 143041.704 0.962
34908160 250254.61 0.317
58781173 226914.009 0.54
92201598 244759.775 0.811
87480385 557881.377 0.678
57632874 28400.212 0.694
62167080 673315.019 0.854
25983349 12150.362 0.842
12411729 390067.466 0.991
1886292 408.521 0.424
4650230 238404.563 0.328
41504858 101970.128 0.118
80402361 48064.115 0.259
20233870 29111.381 0.236
44816837 51437.926 0.924
14524860 1640.28 0.29
6595067 134274.575 0.047
61580181 42537.809 0.839
823969 321248.016 0.805
85723869 179311.689 0.935
27124624 213275.788 0.652
50596968 255828.373 0.459
88391948 185970.525 0.848
24705788 71734.895 0.3
57026952 22238.667 0.797
54431163 71123.225 0.472
40866819 265205.923 0.713
7160136 231294.925 0.199
72446234 40390.773 0.44
98438901 183401.994 0.102
89119168 76976.681 0.973
84364611 37431.243 0.304
94803775 134438.539 0.482
82043270 540212.041 0.5
46173310 7251.693 0.771
71867056 45669.537 0.033
66242106 432411.653 0.243
3588326 88326.768 0.099
14903406 224033.634 0.107
51196555 115461.49 0.965
2345617 306736.157 0.764
73593330 596937.23 0.074
82962526 657741.843 0.934
66561266 271914.48 0.306
49301077 273660.639 0.718
64285588 336489.997 0.764
83380182 17407.91 0.791
73096494 274792.338 0.664
85666502 133745.831 0.206
40162401 180216.409 0.185
4160868 187658.63 0.052
59665191 170766.213 0.369
50056895 201848.11 0.07
44104726 6956.987 0.83
74908537 123003.617 0.41
75408359 195866.537 0.823
45317582 69948.327 0.318
88959329 132759.596 0.777
56129678 103319.358 0.094
12727528 166884.863 0.846
19073457 123149.871 0.384
61157168 266218.687 0.696
74519986 118738.45 0.001
58620637 351877.242 0.533
98856548 48296.564 0.223
98947546 19557.873 0.892
27377503 102248.848 0.663
82014915 716068.445 0.252
34477176 217013.381 0.913
89584943 193469.81 0.78
8414685 39113.583 0.741
41303857 255977.702 0.602
53529704 612140.192 0.811
86112719 82469.486 0.683
80528180 114021.962 0.798
49259254 48339.979 0.778
25032118 459826.463 0.564
83456007 20205.759 0.1
62149181 302126.381 0.714
47692997 346052.973 0.279
50605419 68670.633 0.632
43316467 538616.261 0.079
42394110 142834.707 0.74
35833292 36776.516 0.476
68656044 363421.685 0.323
99644161 126560.798 0.292
87780020 300831.333 0.491
1531839 573816.544 0.466
75463149 606475.996 0.452
65355547 272176.455 0.673
20636943 62505.759 0.754
87861338 529425.259 0.723
62323964 17202.741 0.409
23044450 584611.15 0.656
28254521 415004.041 0.959
92252469 150310.806 0.27
1830059 122751.635 0.558
64616138 296621.978 0.066
73141442 62987.649 0.339
45301804 159566.195 0.392
80885916 604622.266 0.726
91402057 589012.202 0.198
64699314 8307.418 0.816
75882655 275917.38 0.338
85117072 369706.255 0.499
48955693 831765.746 0.678
28095365 96482.258 0.112
74433536 13969.671 0.47
31180433 118720.746 0.615
19464770 66127.203 0.359
46776785 232766.185 0.865
16635966 22673.333 0.588
93137941 107167.499 0.92
39936639 45097.645 0.242
26180618 489494.84 0.532
54453745 119778.678 0.623
17090925 2752.341 0.964
91001366 701121.7 0.39
31839002 13271.087 0.011
79963979 16564.791 0.367
58479056 390978.905 0.964
22726583 487644.8 0.931
4299516 557525.335 0.815
59177646 61318.475 0.966
70452839 107595.357 0.586
85463416 176076.208 0.515
54212706 84696.367 0.413
42508132 49372.423 0.758
48148428 374305.74 0.396
41000463 80211.888 0.049
62940837 250466.193 0.137
90003435 11115.47 0.391
34041378 74498.815 0.979
16929176 7197.365 0.138
6525035 56465.17 0.836
65353825 146429.055 0.63
68594868 604563.629 0.715
41310746 94641.533 0.539
33079165 173066.597 0.617
29814945 33104.681 0.69
34567130 165681.173 0.097
68273352 68654.899 0.811
17177593 24835.311 0.888
66976260 218195.32 0.487
86028563 251738.975 0.304
88212587 244449.467 0.162
58335963 195648.99 0.7
47029954 515411.839 0.144
87314391 76402.438 0.338
77852770 158218.788 0.531
94132802 438294.481 0.005
33873934 33669.617 0.345
23833024 15177.166 0.35
39081223 10064.977 0.56
97556771 33831.091 0.979
97335152 90104.708 0.372
59482025 249644.321 0.147
33017635 240637.025 0.774
30038199 52133.028 0.857
7830342 273267.782 0.987
68696126 106543.021 0.598
82449052 327171.939 0.222
32760427 103897.317 0.35
17415421 13400.19 0.306
47048369 780261.033 0.618
41273335 416830.364 0.784
3169918 430336.259 0.26
76405334 316247.025 0.707
32596486 454342.519 0.941
17823368 123216.46 0.631
22806332 172784.475 0.346
52654181 51395.202 0.496
43667316 6136.325 0.715
96001741 65443.873 0.258
21817700 3644.762 0.811
61802365 36284.56 0.1
61512865 480836.218 0.697
44546620 55723.563 0.67
80254391 273744.962 0.777
48408754 36503.3 0.548
78421109 591953.09 0.167
75818208 682780.252 0.845
79400139 561879.57 0.171
32516326 445851.799 0.871
21728344 349462.632 0.695
71691291 356488.747 0.124
51481687 79737.043 0.306
18422035 495662.339 0.436
33941033 64917.039 0.366
46581898 180547.092 0.599
2903348 242151.525 0.788
57923656 197876.164 0.108
99637241 342161.079 0.502
69651117 104209.379 0.602
85413266 24603.392 0.203
49730403 132357.503 0.78
7760210 135638.181 0.871
18568684 249864.143 0.185
42817350 14440.015 0.227
75179858 552656.815 0.98
83609934 614553.954 0.389
27060703 759732.976 0.713
12467288 2311.495 0.651
43452726 212848.299 0.415
97600569 533855.389 0.554
71990579 54102.468 0.504
9113556 134733.19 0.052
74672997 1209.536 0.681
40321738 148897.032 0.074
32285458 329783.009 0.487
85100530 792346.377 0.702
72925072 217344.099 0.15
83437752 22137.887 0.915
84742152 304983.191 0.374
21793873 105448.937 0.778
60627218 166.012 0.11
21662879 173754.756 0.404
35430648 136456.483 0.485
60848296 691797.121 0.141
89880664 6352.213 0.033
69469341 348021.841 0.998
41507582 278398.868 0.317
58182175 214518.077 0.008
51145854 496802.758 0.975
27483582 422665.538 0.144
57389421 388190.657 0.65
35085031 11519.296 0.053
60076800 186150.091 0.508
8943567 262362.938 0.035
5926427 388112.579 0.688
99687986 548433.154 0.8
52500818 447186.633 0.594
30461231 180729.18 0.295
45135135 225170.199 0.958
31967661 655543.395 0.919
36067404 62117.47 0.224
41726918 6782.458 0.921
41961554 11163.969 0.998
21066311 125200.609 0.147
28755455 13484.115 0.089
26758757 758443.592 0.553
67927967 65522.7 0.315
56287591 10247.873 0.9
4955118 673159.656 0.247
81435591 312814.279 0.549
35597383 19423.666 0.466
27145598 169739.421 0.842
51453079 167110.325 0.515
91789879 51009.012 0.311
38111386 30926.603 0.025
31038033 247249.654 0.645
8328036 478377.146 0.367
50015314 465142.779 0.777
58335464 67591.296 0.747
71968142 489212.225 0.198
63745865 107502.011 0.253
14388023 35068.086 0.923
16664281 298475.31 0.916
74318383 222835.875 0.248
75102184 183458.065 0.405
61541872 223941.65 0.57
18790489 4199.854 0.463
68757070 203923.585 0.569
75306485 363468.76 0.875
68445697 5903.184 0.547
62921024 1759.56 0.682
52260399 56150.417 0.507
59879601 768900.409 0.794
98991753 75863.379 0.062
15811611 277593.027 0.173
83006933 418956.825 0.571
19057957 202537.401 0.613
52929061 15790.556 0.612
37271418 128976.449 0.852
11609334 317816.163 0.718
92125825 41103.765 0.742
93659740 435154.181 0.532
33742534 171813.909 0.813
76552536 513602.309 0.007
14549851 432365.512 0.009
14095929 70963.306 0.891
71936110 412467.999 0.506
89543423 520117.737 0.216
71625166 7038.695 0.366
7684622 147494.491 0.832
90405005 443893.959 0.605
34324478 142111.705 0.052
6767294 295610.865 0.431
60661112 837761.67 0.373
73415028 14025.323 0.463
30926662 239666.541 0.319
8408556 321004.954 0.682
67516008 34103.81 0.106
98758218 177311.647 0.46
63583101 104699.84 0.243
10244651 315892.078 0.931
18154367 237956.599 0.68
31680305 239405.378 0.244
74573242 340730.862 0.628
28362589 68005.661 0.405
51650569 5210.431 0.724
20872250 432914.405 0.022
17945035 39278.578 0.699
90338585 114637.136 0.509
16057561 30369.768 0.117
55111468 73806.035 0.687
29798969 91950.081 0.694
63797711 86547.263 0.354
24684838 328388.861 0.439
9888707 83765.465 0.635
33684910 256025.802 0.092
63306133 134159.939 0.371
6037829 466908.493 0.518
68489544 5907.229 0.61
97618228 78841.082 0.192
25523736 582370.099 0.764
79217911 348900.862 0.352
78872170 4569.488 0.979
6718541 359253.254 0.207
12773816 136691.287 0.096
45089606 144083.243 0.628
65760234 169551.712 0.447
97091208 24677.297 0.207
2227281 13278.626 0.192
40646512 373420.294 0.947
95996578 456093.725 0.589
63828012 303665.366 0.665
58224869 683634.121 0.774
80796418 382102.904 0.71
9673449 543510.75 0.038
