ID VALUE SCORE
4569331 89792.58031 0.98212
84646206 201989.04974 0.76362
73024348 222685.86984 0.69456
59990554 180629.04164 0.33155
20045721 386868.45217 0.76838
2107654 3664.14363 0.42024
50630722 129617.64516 0.30141
20099666 585216.61194 0.43963
10576227 559012.58743 0.05187
20778604 229518.66033 0.77156
75352410 20814.07019 0.40131
71355356 198240.79082 0.10747
95097898 42214.83949 0.95291
9367721 565553.84577 0.59153
54900291 126668.25591 0.13244
70270368 67390.37392 0.55646
47319902 217261.08315 0.09201
55431325 407862.24791 0.28643
45252956 49218.87001 0.3533
81654916 121071.86444 0.64458
1049584 343096.82562 0.64578
18215877 360893.04951 0.01396
96926833 94752.06462 0.23826
67566029 195362.92017 0.0054
22337837 108694.13251 0.61358
8009762 448412.97684 0.57317
78838187 378828.19281 0.47386
22329073 133590.90935 0.57829
21114376 149526.84275 0.22429
3767307 637472.65486 0.67896
63005442 67348.43218 0.07495
82184863 145336.82331 0.0999
90812176 471723.79976 0.05889
18043280 7953.14732 0.81438
59193403 372249.05655 0.22358
16058728 52752.68773 0.14772
50449576 659483.88805 0.12316
35718123 231422.50348 0.35378
99174174 50842.16267 0.02045
60433106 70090.45915 0.18755
22640628 231440.42569 0.96907
65902019 607174.12583 0.11447
81937953 177202.6411 0.38165
43883427 394060.48984 0.24212
56015902 349404.43745 0.2983
12108428 115771.77019 0.41843
65125011 22085.37703 0.51243
23434006 190247.82661 0.11041
45865492 255814.86744 0.65763
96435831 238624.78124 0.05676
14430743 11589.39179 0.36374
44974197 397656.11992 0.48069
42497629 4668.30825 0.95317
41309545 96479.23511 0.29436
30781644 71093.89119 0.64177
87761921 633890.29975 0.14295
55837160 436705.08291 0.72401
40880513 612398.15188 0.02201
27866954 28823.25011 0.73635
45189847 103400.33098 0.10984
48070239 160030.61813 0.95447
73466819 6298.03824 0.29155
17135966 68098.31728 0.10017
74476746 31454.01068 0.70589
27583365 249973.88259 0.3837
63373687 100304.65271 0.86514
26777489 1069.06178 0.34445
37156484 227640.93651 0.93641
53117232 77103.82083 0.23068
55702864 539925.96658 0.32564
94741059 402241.83913 0.76674
93950191 317857.75405 0.96741
59045633 737435.50688 0.86283
38062687 49761.59484 0.85593
64540764 415645.40273 0.82126
65788411 36555.08692 0.48345
22057340 247206.61708 0.0797
16420673 47342.77686 0.32639
86388194 31982.81578 0.98328
15519258 155126.04351 0.23875
58463409 300693.30302 0.94465
61790791 40978.39674 0.29696
10357365 302616.08684 0.86006
32512122 14125.80211 0.4432
56607075 168162.15633 0.31676
29543489 50302.93186 0.45732
87219888 684017.2335 0.43546
25633723 598149.5606 0.87484
1798679 267214.6457 0.38243
37534910 26141.65144 0.08483
22184086 6869.23858 0.47895
1018686 861983.13759 0.69847
88430350 389608.15452 0.0418
44181136 231759.4712 0.67505
55356813 112487.58319 0.7729
90765313 160451.59725 0.56628
36378921 120750.96355 0.69253
27274838 57760.86259 0.58508
17267720 329729.65498 0.19761
98729661 7228.15281 0.97969
47459271 328729.04828 0.34263
15788158 63230.77337 0.61432
24841767 594.4017 0.58877
43249444 109623.07996 0.58299
77587881 197295.55356 0.75259
64937684 551337.83111 0.58183
62870258 27778.00428 0.49865
54108061 330715.93293 0.2692
63357326 242118.08277 0.16716
48736043 72429.72401 0.09103
74621984 51130.25355 0.71584
22240599 332829.52222 0.08709
39892157 57525.41057 0.31866
78499429 206734.11447 0.70765
57436324 547161.11936 0.10357
34244275 9265.19886 0.24337
12882724 252827.59465 0.03036
43769274 23183.56185 0.33251
33108930 179800.73313 0.43208
29457986 43087.64599 0.38911
71954504 202976.26696 0.99607
62651916 199576.40424 0.39171
7137514 352729.07342 0.02611
98683783 220495.76815 0.07176
70891950 500946.75055 0.19602
2296894 60933.40073 0.4143
7028144 201504.00425 0.00061
4976274 937301.13341 0.00073
85901587 65621.33224 0.0026
1790332 306293.24387 0.01175
52080571 241326.18739 0.02005
65336617 123937.39712 0.02517
42875329 17365.82176 0.0264
97204641 137844.43326 0.02729
1225813 53901.66324 0.02846
24750239 357139.95455 0.03022
56579467 15185.45551 0.03116
67653276 453397.50754 0.03331
63645942 359834.47276 0.03445
26906982 39462.13314 0.03613
50023452 150025.53664 0.03646
38583023 128462.3659 0.03984
25235526 9749.96507 0.0413
19875288 137703.60372 0.0416
31064275 24969.01073 0.04295
64568498 2155.92297 0.04363
75376105 330244.43815 0.0452
63518432 506766.303 0.0457
51014227 80807.39757 0.04652
75189195 1163.18573 0.04794
61976012 71203.09324 0.04947
46047535 536839.64659 0.05109
88574894 344790.94807 0.05503
59740676 493611.91665 0.05714
20967947 40428.6814 0.0572
30467781 621107.91383 0.05892
62052172 559727.59407 0.06187
61196479 180174.66237 0.06201
34401701 52752.05874 0.0626
20175773 30267.52265 0.06291
30337639 258555.8268 0.06354
68418485 199097.04237 0.06386
89389762 517585.5289 0.06386
28183094 490989.57694 0.06414
73623176 534245.96224 0.06466
19985962 271694.74251 0.07033
58631127 344796.65442 0.0707
26184639 217631.41323 0.07325
72439989 58537.93715 0.0787
69342068 58437.6567 0.07899
24039008 241267.94688 0.08493
51609757 546070.83825 0.08658
35840701 475171.73435 0.08681
40584603 37955.59893 0.09332
87763082 259522.27411 0.09559
46603911 403363.83181 0.09665
31354912 7581.71387 0.09845
93524383 441310.77096 0.09927
45261625 242223.15097 0.10058
34107311 789572.91827 0.1008
72622136 176.67054 0.1036
36106703 219595.77197 0.10587
70046549 204436.81017 0.10655
73452943 340341.86962 0.10795
87345922 142958.85572 0.10814
58833563 374057.73379 0.11272
89726664 379130.5507 0.11449
73577254 102441.99507 0.11994
1884088 125081.68733 0.12258
56632456 54820.09813 0.12284
47815934 733.88916 0.12464
4401250 200114.70172 0.12657
41986246 74914.78156 0.12838
16430330 379455.11567 0.13087
88927750 68378.27006 0.13196
62018397 156188.68385 0.13299
47768736 43253.57733 0.13513
91546773 555932.94948 0.13627
12241920 100039.55836 0.13631
75334787 236357.06969 0.13891
98444966 350320.91592 0.13977
15278338 91087.76552 0.13983
7190822 395496.38117 0.14085
97274201 34875.45408 0.14336
23354684 136170.53851 0.14541
18765012 167275.22369 0.14994
85052249 620856.99632 0.10347
3542470 111440.19565 0.15582
72260613 26137.63632 0.27229
87045612 488075.82072 0.47068
27246490 22071.90627 0.16053
62573733 60978.38404 0.16075
17248216 86061.23707 0.16089
13635167 261579.51647 0.16177
81315434 16098.0538 0.16231
72027560 186521.78811 0.16429
6887186 366490.72871 0.16563
31437702 152737.34059 0.16625
68421925 43385.58931 0.16802
99418721 200578.1419 0.17077
64350740 187232.97963 0.17112
78318776 689985.42631 0.18037
82689749 601163.99966 0.18099
18711233 75249.01821 0.18119
89556501 67487.51584 0.18211
71321649 353704.41847 0.18274
95631051 84821.64624 0.18783
13297131 119376.60911 0.1917
29158895 98128.18649 0.19207
53138108 14921.25672 0.19272
83206027 492117.29716 0.19485
63490571 149579.25028 0.19689
3062731 587256.53156 0.20184
72300896 599454.09961 0.20334
72706424 323557.71552 0.20762
87146688 115033.2717 0.20773
1848169 90495.64235 0.30577
26001397 112762.87483 0.20997
47555697 284458.23947 0.22288
20297429 516916.46064 0.22419
33446919 105406.27791 0.23181
27450250 76433.18278 0.23677
5927764 891471.71665 0.23747
77634350 41984.76867 0.23988
9509786 332032.26751 0.24098
83224867 412045.49537 0.70617
93462371 68052.23579 0.25024
23781463 25509.20014 0.25198
19808787 295975.00581 0.25261
58434188 176147.64214 0.25411
53338072 84312.02156 0.26018
3243999 520995.44667 0.26126
78112082 34840.81378 0.26594
11025066 64396.41773 0.26741
51774900 305575.55415 0.26854
13420878 328713.54507 0.27006
41547566 498653.70306 0.27349
92607169 254519.30916 0.27361
39430853 157837.21165 0.27434
93404522 134393.81779 0.27548
42499220 281434.56197 0.27835
36619485 12674.79659 0.27901
54969484 1198.29757 0.28435
27360495 8183.3104 0.28721
18523676 756160.09287 0.29257
84103728 357941.20652 0.36542
47375083 85438.20048 0.30166
60777988 616675.63691 0.303
27627654 706309.87615 0.30301
42224729 13095.59021 0.30503
71361891 382114.83842 0.30513
71199802 56078.31496 0.3067
73756498 294024.90573 0.30852
71335475 105844.85697 0.31195
51506418 154325.92142 0.31316
52342524 140264.6852 0.31463
5841785 4797.09102 0.31538
3515303 189607.13388 0.317
86521992 90055.0906 0.31744
55366792 117228.10981 0.31804
89498914 609781.79786 0.31872
10259788 40366.77297 0.31957
22562607 702558.62553 0.32138
12778785 110922.82428 0.32586
69327458 71267.59869 0.3286
63431558 147888.63624 0.32947
30805109 64326.1427 0.33051
49781528 125386.76773 0.33255
83317683 241607.35119 0.33765
74687101 696117.44385 0.33879
11396912 621256.18716 0.34143
45654253 546242.40196 0.34188
62426345 119659.24577 0.34278
26484165 26142.96993 0.34435
10664874 100463.43474 0.35012
23196709 92871.0517 0.35643
66994662 305681.35126 0.35968
39601985 18477.21298 0.36024
51273340 829657.94583 0.11315
80279971 76060.06084 0.36247
79389108 16743.96108 0.36401
88243964 149630.16524 0.36429
11324036 942972.94253 0.36536
90751575 12895.96362 0.36634
22341218 380917.95241 0.3667
45284636 15195.16127 0.36677
98721796 617640.99412 0.36919
7848203 11249.34777 0.36951
33413910 638266.38536 0.37087
42368279 18907.8458 0.37204
52559877 241422.31734 0.37643
33953086 416600.9997 0.37675
59334795 83108.32383 0.37887
61367352 36895.01215 0.38191
3811784 45821.73981 0.385
15831749 9804.49199 0.38722
95255922 334091.28903 0.39029
78845772 168923.70736 0.3906
97344645 364943.04632 0.39099
22628025 343443.23608 0.39144
2067822 370842.99257 0.40131
25682793 157751.46694 0.11315
10472424 512318.05621 0.40214
23891591 5152.53639 0.40338
95820522 168937.69059 0.40673
32593353 332012.06195 0.40761
44153993 91838.41551 0.40767
29011705 148731.30598 0.40921
33293956 62152.22916 0.41478
21269622 348470.99809 0.41638
17796177 603550.45961 0.41709
93903746 15077.3588 0.41815
64263840 15508.40691 0.42171
61419309 492528.4379 0.42227
34164301 625501.69694 0.42838
75281916 44347.14421 0.42974
57194787 158762.74359 0.43246
96452289 372352.06631 0.43616
49328225 399674.6206 0.43777
77501830 352913.11416 0.43795
81673522 32784.87437 0.4398
86132957 97928.50368 0.44866
32659955 593411.6752 0.44898
13143376 187059.28416 0.44942
11520013 283510.37593 0.4495
94048291 87277.81321 0.44979
57065932 325173.1706 0.45352
60602152 149549.56608 0.4569
23235697 123672.84802 0.4588
13524225 90704.21828 0.46004
18522074 28471.73694 0.46005
86093366 687210.00383 0.46074
91589064 623897.54863 0.46893
87714521 108743.85309 0.46907
3044368 115504.78105 0.47256
23568832 261651.1251 0.47819
10719226 140107.7653 0.47879
14461244 586185.36653 0.48032
12650006 31765.03854 0.48098
77142070 159462.21145 0.48257
47386846 76797.10495 0.48258
13286594 53577.53644 0.48296
33528839 469503.21139 0.48471
25357396 120718.11727 0.48536
61783106 22738.38173 0.48604
28760495 584620.03629 0.4903
79407377 91019.57403 0.49319
27477045 64448.43083 0.49446
58313754 210969.26795 0.49579
96030468 37832.7353 0.50092
99844440 134520.86134 0.50171
