ID VALUE SCORE
76657893 171367.015 0.5
94035208 289053.187 0.688
5360360 104609.412 0.833
15624723 40715.851 0.27
61429613 40453.509 0.1
36097011 365938.836 0.117
27787749 14833.18 0.558
98533790 146776.568 0.062
28983150 480044.198 0.943
91971724 265003.457 0.227
84808495 71320.336 0.337
71056910 209186.831 0.624
7036364 17655.012 0.065
16202358 305099.48 0.087
29469573 73212.273 0.839
81794074 249930.784 0.269
56764048 64119.114 0.516
86880066 189658.54 0.391
81499661 437685.869 0.935
17584176 11871.661 0.412
3260085 189750.665 0.534
42444607 492430.225 0.908
52814495 71059.279 0.641
1118306 11084.001 0.91
32403654 134598.955 0.362
98108863 227238.462 0.227
73420015 101412.892 0.486
89560072 229922.603 0.726
27318031 12278.924 0.247
4685244 117537.016 0.429
90851139 16677.567 0.306
9893794 112238.681 0.844
29118703 818.658 0.35
47612426 231296.295 0.796
74749438 159624.225 0.709
29017978 173516.022 0.557
11681113 17854.059 0.519
86788680 107069.47 0.545
39282922 60352.104 0.287
41202875 184603.799 0.812
83804991 101604.54 0.116
29176046 359872.685 0.872
70172038 172825.95 0.851
3554745 207459.123 0.642
52119824 113305.264 0.016
93164468 123071.694 0.246
49908709 164917.24 0.685
98647212 778209.112 0.992
39146246 221056.758 0.376
58016710 34083.208 0.767
42307932 67631.976 0.667
21714989 720669.17 0.765
60912932 133375.742 0.265
33811685 380257.01 0.856
14360100 164718.034 0.847
31214360 519450.629 0.215
50733609 575032.771 0.716
95202691 303802.124 0.027
34029036 99728.625 0.283
26833575 210992.029 0.361
61589499 245923.958 0.375
40946131 147939.762 0.574
41673058 27957.674 0.965
21137363 348833.789 0.754
73796498 12099.555 0.181
55512128 115256.248 0.302
30185775 190329.488 0.596
50394171 303782.48 0.575
45900306 365002.245 0.625
63814421 228178.723 0.852
33333963 245571.752 0.288
37049007 89722.921 0.763
35243718 250054.996 0.838
18452325 154221.103 0.713
76674046 204773.083 0.398
45466431 276079.852 0.262
10312541 168719.649 0.58
91854545 194851.835 0.491
87382092 390617.026 0.462
55352342 566306.857 0.311
18197742 145997.799 0.735
59587931 104791.081 0.53
30547292 78904.508 0.861
78572210 727584.152 0.856
79399370 981954.658 0.691
97492558 336395.883 0.895
77070297 27997.569 0.536
68229314 72715.648 0.14
40437666 224074.539 0.226
45924831 70388.616 0.005
23865272 42844.19 0.699
21745235 57875.109 0.305
3421073 119031.39 0.936
85103711 511253.229 0.96
84927903 203722.425 0.413
12861316 370624.798 0.574
17202032 34969.978 0.501
71398156 243920.657 0.475
95610629 135601.329 0.295
92772110 446024.21 0.102
94381406 19927.901 0.599
24461847 320145.169 0.666
56583512 140494.283 0.94
14407472 62203.339 0.064
33115983 76063.088 0.027
89404977 116313.231 0.159
39141598 25086.165 0.018
50306810 584475.995 0.376
85220946 920600.285 0.595
68949556 115687.832 0.329
75329238 371903.945 0.059
63380026 155879.767 0.948
86038538 50236.626 0.233
8030160 750251.199 0.357
88065420 456414.051 0.908
41604913 138994.466 0.343
557996 22462.942 0.831
74297008 78779.337 0.094
61521611 53634.383 0.983
87069668 561988.127 0.361
99035682 101626.03 0.129
29292459 59895.757 0.637
32776751 47897.515 0.277
79185243 135791.342 0.494
60071569 760232.745 0.18
97554493 767616.846 0.484
82626378 578126.151 0.55
39591318 15382.063 0.269
11689355 340035.588 0.843
2221846 44860.269 0.085
35823402 246099.168 0.119
30507742 100217.404 0.183
17231468 757242.618 0.794
8284680 627398.023 0.033
54558093 12688.887 0.184
3048547 186747.349 0.921
54566128 5733.457 0.568
5153058 309845.284 0.377
26439412 3864.766 0.074
69412309 54222.348 0.24
75061803 441039.641 0.493
4750050 963726.224 0.499
48841636 90841.573 0.336
89148664 188699.27 0.029
91268467 106407.759 0.389
47201970 559832.02 0.614
14190729 48890.985 0.058
91255497 296053.885 0.922
73520547 108469.438 0.016
58833067 238874.318 0.32
35233478 409438.437 0.184
39437133 62261.437 0.801
75740918 56015.355 0.243
19805064 282293.54 0.815
41271711 61222.228 0.119
36865546 41949.59 0.343
94276109 849.143 0.023
80744072 116439.306 0.53
77410841 830730.259 0.242
25538243 419258.084 0.133
92655994 330907.234 0.876
90691560 185338.599 0.614
27287035 186711.299 0.809
56107467 110231.799 0.546
10957254 555158.411 0.089
20580660 434831.259 0.877
99230183 285614.416 0.909
8908876 28649.563 0.571
98489154 371380.154 0.945
44417452 23236.095 0.155
36495091 17194.684 0.873
72219424 472453.439 0.945
63181927 113241.206 0.637
71313012 120613.288 0.159
44085813 385922.572 0.635
64577247 5840.871 0.767
26772884 429409.301 0.076
34056183 584204.109 0.344
85014440 256443.832 0.144
16380492 39609.99 0.951
46956152 81373.054 0.861
62525153 361045.409 0.98
7963641 385991.403 0.281
76811026 58119.538 0.048
59156910 325086.591 0.891
47874271 264242.751 0.235
97249713 395571.01 0.429
94779025 323754.488 0.454
41687363 287508.647 0.389
39344390 157425.097 0.859
16934276 347281.561 0.33
23573520 165823.086 0.464
47872182 120260.97 0.303
21133233 116077.321 0.371
67825928 56107.248 0.59
59909834 175483.586 0.877
50959209 701666.48 0.077
87394133 83496.288 0.909
77771656 685059.459 0.239
32218889 140773.2 0.022
19978757 588524.692 0.745
61218995 74633.272 0.746
1227465 168314.794 0.879
35386501 265437.759 0.962
58498150 121461.832 0.983
41942316 96742.416 0.809
24130239 654567.23 0.279
74839736 103688.008 0.658
31104966 70060.751 0.603
70645046 19676.522 0.197
56306749 635603.711 0.77
45885841 133862.997 0.526
92204229 276680.653 0.258
8718519 217354.654 0.1
263305 1536.739 0.341
3813348 115023.911 0.339
15468762 359115.689 0.72
65001670 547725.5 0.526
81060417 221230.411 0.069
92966180 69255.459 0.786
15975265 132899.831 0.527
64476127 298389.362 0.067
22567493 535436.459 0.744
53318235 38210.382 0.469
11796118 55803.402 0.52
70324351 174076.046 0.048
72183947 171203.861 0.115
32965035 483786.427 0.392
40011751 294067.684 0.767
2337396 367796.211 0.667
1798896 261600.181 0.546
49191455 49526.918 0.662
9130750 731340.356 0.238
52599977 195123.831 0.475
69276598 12078.066 0.928
23198438 51265.514 0.251
60005773 922771.116 0.606
41686846 119427.755 0.592
19086586 586072.416 0.809
68445776 303690.684 0.194
27835765 187976.657 0.484
6109783 664036.47 0.53
80196291 158856.752 0.411
85504666 3523.354 0.415
85535020 661179.198 0.737
15584131 275535.038 0.828
16356503 457276.826 0.506
31781651 402610.247 0.696
78521080 272929.274 0.043
78882989 232883.689 0.392
23134491 164537.081 0.933
50221613 463883.669 0.01
78190874 320680.656 0.36
69868588 58018.686 0.197
63987691 233394.049 0.549
58609220 116953.972 0.941
75630057 184906.278 0.149
43084190 281333.803 0.961
23831655 955.051 0.111
25175680 15356.123 0.814
85766296 131492.34 0.228
69019534 462919.535 0.098
42646478 624587.867 0.995
92342290 4733.304 0.015
72877320 3686.343 0.382
83191087 215022.001 0.403
22523250 59682.381 0.579
23760078 644677.895 0.448
14686613 80591.948 0.975
39679426 87018.545 0.436
12495845 524088.233 0.626
21704888 253013.226 0.707
44112983 130265.368 0.51
87339323 671983.47 0.837
66026064 8734.518 0.305
96510239 202264.747 0.063
16034440 143162.186 0.293
41021929 3447.861 0.726
96825157 192478.876 0.367
64867881 392415.952 0.033
77462653 149882.485 0.62
24695708 622955.177 0.896
33805137 219934.604 0.839
99775840 120683.038 0.298
59582832 215531.073 0.91
87473314 4163.443 0.301
24369014 220343.575 0.908
53816454 906967.816 0.421
29741225 163171.168 0.844
50188714 17887.688 0.872
19415319 287548.766 0.754
82865525 326617.991 0.289
76115408 35404.75 0.143
1834364 635155.737 0.18
37402009 57171.366 0.61
